Feature,Precision,Recall
norton / NNP,0.2,0.0001875821
nostalgia,0.6666666667,0.0015006565
nostalgia / NN,0.6666666667,0.0015006565
not,0.5337579618,0.0785968861
not / RB,0.5337579618,0.0785968861
notable,0.4,0.0003751641
notable / JJ,0.4,0.0003751641
note,0.5,0.0005627462
note / NN,0.4,0.0003751641
notes,0.8571428571,0.0011254924
notes / NNS,0.8333333333,0.0009379103
nothing,0.6936416185,0.0225098481
nothing / NN,0.6936416185,0.0225098481
notice,0.3636363636,0.0007503283
notice / VB,0.2857142857,0.0003751641
notion,0.5714285714,0.0015006565
notion / NN,0.5714285714,0.0015006565
notorious,0.375,0.0005627462
notorious / JJ,0.375,0.0005627462
notting,0.4,0.0003751641
notting / NNP,0.4,0.0003751641
notwithstanding,0.6,0.0005627462
notwithstanding / IN,0.6,0.0005627462
novel,0.4473684211,0.0031888951
novel / JJ,0.5789473684,0.0020634027
novel / NN,0.3157894737,0.0011254924
now,0.5,0.0060026261
now / RB,0.5,0.0060026261
nowhere,0.875,0.0026261489
nowhere / RB,0.875,0.0026261489
noyce,0,0
noyce / NNP,0,0
nuance,0.1428571429,0.0001875821
nuance / NN,0.1428571429,0.0001875821
nuanced,0.1,0.0001875821
nuanced / JJ,0.1111111111,0.0001875821
nuances,0,0
nuances / NNS,0,0
number,0.4705882353,0.0015006565
number / NN,0.4705882353,0.0015006565
numbers,0.8235294118,0.0026261489
numbers / NNS,0.8235294118,0.0026261489
numerous,0.1666666667,0.0001875821
numerous / JJ,0.1666666667,0.0001875821
n’t,0.6309255079,0.1048583755
n’t / RB,0.6309255079,0.1048583755
o,0.4634146341,0.0035640593
o / NN,0.4634146341,0.0035640593
object,0.5,0.0005627462
objective,0.2857142857,0.0003751641
obligatory,1,0.0009379103
obligatory / JJ,1,0.0009379103
obnoxious,0.9,0.0016882386
obnoxious / JJ,0.9,0.0016882386
obscure,0.8333333333,0.0009379103
observant,0.375,0.0005627462
observant / JJ,0.375,0.0005627462
observation,0.5,0.0007503283
observation / NN,0.5,0.0007503283
observations,0.3333333333,0.0007503283
observations / NNS,0.3333333333,0.0007503283
observed,0,0
observed / VBN,0,0
obsession,0.4,0.0007503283
obsession / NN,0.4,0.0007503283
obstacles,0.3333333333,0.0003751641
obstacles / NNS,0.3333333333,0.0003751641
obvious,0.7115384615,0.0069405365
obvious / JJ,0.7115384615,0.0069405365
obviously,0.8095238095,0.0031888951
obviously / RB,0.8095238095,0.0031888951
occasional,0.4285714286,0.0005627462
occasional / JJ,0.4285714286,0.0005627462
occasionally,0.4888888889,0.0041268055
occasionally / RB,0.4888888889,0.0041268055
odd,0.4615384615,0.0022509848
odd / JJ,0.4615384615,0.0022509848
oddly,0.2941176471,0.0009379103
oddly / RB,0.2941176471,0.0009379103
odds,0.2222222222,0.0003751641
odds / NNS,0.2222222222,0.0003751641
ode,0.3333333333,0.0005627462
ode / NN,0.3333333333,0.0005627462
odyssey,0.2,0.0001875821
odyssey / NN,0.2,0.0001875821
oedekerk,1,0.0011254924
oedekerk / NNP,1,0.0011254924
of,0.4659811857,0.399549803
of / IN,0.4659811857,0.399549803
off,0.6484848485,0.0200712812
off / IN,0.6296296296,0.0031888951
off / RB,0.8571428571,0.0011254924
off / RP,0.641221374,0.0157568936
offbeat,0.25,0.0005627462
offbeat / JJ,0.25,0.0005627462
offend,0.7142857143,0.0009379103
offend / VB,0.7142857143,0.0009379103
offensive,0.9375,0.002813731
offensive / JJ,0.9230769231,0.0022509848
offer,0.5806451613,0.0033764772
offer / VB,0.6153846154,0.0030013131
offer / VBP,0.4,0.0003751641
offering,0.4444444444,0.0015006565
offering / NN,0.8,0.0007503283
offering / VBG,0.3076923077,0.0007503283
offers,0.3150684932,0.0043143875
offers / NNS,0.4545454545,0.0009379103
offers / VBZ,0.2903225806,0.0033764772
office,0.4444444444,0.0007503283
office / NN,0.4444444444,0.0007503283
often,0.4351145038,0.0106921778
often / RB,0.4351145038,0.0106921778
oh,0.7777777778,0.0013130745
oh / UH,0.75,0.0011254924
old,0.5588235294,0.0106921778
old / JJ,0.5544554455,0.0105045958
old-fashioned,0.3333333333,0.0015006565
old-fashioned / JJ,0.3333333333,0.0015006565
older,0.7692307692,0.0018758207
older / JJR,0.7692307692,0.0018758207
oliver,0.3333333333,0.0003751641
oliver / NNP,0.3333333333,0.0003751641
on,0.5265643447,0.083661602
on / IN,0.5304136253,0.0817857813
on / RP,0.3703703704,0.0018758207
once,0.4891304348,0.008441193
once / IN,0,0
once / RB,0.5172413793,0.008441193
one,0.4907801418,0.0649033952
one / CD,0.4860499266,0.0620896642
one / NN,0.6842105263,0.0024385669
one / PRP,0.5,0.0007503283
ones,0.4583333333,0.0020634027
ones / NNS,0.4583333333,0.0020634027
only,0.667752443,0.0384543238
only / JJ,0.8461538462,0.008253611
only / RB,0.631372549,0.0302007128
onscreen,0.7272727273,0.0015006565
onscreen / JJ,0.7,0.0013130745
onto,0.6666666667,0.0015006565
onto / IN,0.6666666667,0.0015006565
opaque,0.6666666667,0.0007503283
opaque / JJ,0.6666666667,0.0007503283
open,0.2222222222,0.0007503283
open / JJ,0.3076923077,0.0007503283
open / VB,0,0
opening,0.5714285714,0.0015006565
opening / NN,0.5,0.0007503283
opening / VBG,0.6666666667,0.0007503283
openness,0,0
openness / NN,0,0
opens,0.8333333333,0.0009379103
opera,0.6666666667,0.005627462
opera / NN,0.6666666667,0.005627462
opinion,0.4,0.0003751641
opinion / NN,0.4,0.0003751641
opportunities,0.6666666667,0.0007503283
opportunities / NNS,0.6666666667,0.0007503283
opportunity,0.65,0.0024385669
opportunity / NN,0.6315789474,0.0022509848
ops,0.8333333333,0.0009379103
ops / NNS,0.8,0.0007503283
optimism,0.2,0.0001875821
optimism / NN,0.2,0.0001875821
or,0.6290983607,0.0575876946
or / CC,0.6290983607,0.0575876946
orange,0.4,0.0003751641
order,0.6,0.0011254924
order / NN,0.6,0.0011254924
ordinary,0.6153846154,0.0015006565
ordinary / JJ,0.6153846154,0.0015006565
original,0.4953271028,0.0099418496
original / JJ,0.4639175258,0.008441193
original / NN,0.875,0.0013130745
originality,0.3181818182,0.0013130745
originality / NN,0.3181818182,0.0013130745
os,0.3333333333,0.0003751641
oscar,0.4545454545,0.0018758207
oscar / NNP,0.4545454545,0.0018758207
other,0.5644171779,0.0172575502
other / JJ,0.5644171779,0.0172575502
others,0.3823529412,0.0024385669
others / NNS,0.3823529412,0.0024385669
otherwise,0.4444444444,0.0030013131
otherwise / RB,0.4444444444,0.0030013131
ought,0.8571428571,0.0011254924
ought / MD,0.8571428571,0.0011254924
our,0.2444444444,0.0041268055
our / PRP$,0.2444444444,0.0041268055
ourselves,0.4285714286,0.0005627462
ourselves / PRP,0.4285714286,0.0005627462
out,0.5567010309,0.0405177265
out / IN,0.6216216216,0.0172575502
out / RB,0.5454545455,0.0011254924
out / RP,0.514893617,0.0226974301
outcome,0.3333333333,0.0003751641
outcome / NN,0.3333333333,0.0003751641
outer,0.2,0.0001875821
outer / JJ,0.2,0.0001875821
outing,0.4285714286,0.0005627462
outing / NN,0.5,0.0005627462
outrageous,0.4,0.0011254924
outrageous / JJ,0.4,0.0011254924
outside,0.25,0.0005627462
outside / IN,0.375,0.0005627462
outstanding,0.125,0.0001875821
outstanding / JJ,0.125,0.0001875821
over,0.5912408759,0.0151941474
over / IN,0.5897435897,0.0129431626
over / RB,0.8333333333,0.0009379103
over / RP,0.5333333333,0.0015006565
over-the-top,0.6923076923,0.0016882386
over-the-top / JJ,0.6923076923,0.0016882386
overall,0.5675675676,0.0039392234
overall / JJ,0.6,0.002813731
overall / RB,0.5,0.0011254924
overblown,0.8571428571,0.0011254924
overblown / JJ,0.8571428571,0.0011254924
overcome,0.5,0.0015006565
overcome / VB,0.5333333333,0.0015006565
overcomes,0.3333333333,0.0003751641
overcomes / VBZ,0.3333333333,0.0003751641
overkill,0.4,0.0003751641
overkill / NN,0.4,0.0003751641
overlong,0.8,0.0015006565
overlong / JJ,0.8,0.0015006565
overly,0.5882352941,0.0018758207
overly / RB,0.5882352941,0.0018758207
overwhelming,0.3333333333,0.0003751641
overwhelming / JJ,0.3333333333,0.0003751641
overwrought,0.8,0.0022509848
overwrought / JJ,0.8,0.0022509848
own,0.5248618785,0.0178202964
own / JJ,0.5248618785,0.0178202964
ozpetek,0.3333333333,0.0003751641
ozpetek / NNP,0.3333333333,0.0003751641
p,0.7777777778,0.0013130745
p / NN,0.7777777778,0.0013130745
pace,0.4827586207,0.0026261489
pace / NN,0.4827586207,0.0026261489
paced,0.4117647059,0.0013130745
paced / VBN,0.5,0.0011254924
pacing,0.8333333333,0.0037516413
pacing / NN,0.8333333333,0.0037516413
pacino,0,0
pacino / NN,0,0
pack,0.4,0.0007503283
pack / VB,0.4,0.0003751641
packed,0.3333333333,0.0007503283
packed / VBN,0.375,0.0005627462
paid,0.5,0.0013130745
paid / VBN,0.4545454545,0.0009379103
pain,0.4285714286,0.0011254924
pain / NN,0.4285714286,0.0011254924
painful,0.4782608696,0.0020634027
painful / JJ,0.4782608696,0.0020634027
painfully,0.7142857143,0.002813731
painfully / RB,0.7142857143,0.002813731
paint,0.8333333333,0.0009379103
paints,0.1666666667,0.0001875821
paints / NNS,0.1666666667,0.0001875821
pair,0.3333333333,0.0005627462
pair / NN,0.3333333333,0.0005627462
pale,0.5714285714,0.0007503283
pale / JJ,0.6666666667,0.0007503283
palma,0.6,0.0011254924
palma / NNP,0.6,0.0011254924
palpable,0.4,0.0003751641
palpable / JJ,0.4,0.0003751641
panache,0.2,0.0001875821
panache / NN,0.2,0.0001875821
pandering,0.8,0.0007503283
pantheon,0.6,0.0005627462
pantheon / NNP,0.6,0.0005627462
pants,0.4,0.0003751641
pants / NNS,0.4,0.0003751641
paper,0.7777777778,0.0013130745
paper / NN,0.7777777778,0.0013130745
paper-thin,1,0.0009379103
paper-thin / JJ,1,0.0009379103
para,0.1428571429,0.0001875821
para / NNP,0.1428571429,0.0001875821
parable,0.4545454545,0.0009379103
parable / NN,0.4285714286,0.0005627462
parade,0.6666666667,0.0011254924
parade / NN,0.625,0.0009379103
paradiso,0,0
paranoia,0.1666666667,0.0001875821
paranoia / NN,0.1666666667,0.0001875821
parents,0.4242424242,0.0026261489
parents / NNS,0.4242424242,0.0026261489
park,0.4166666667,0.0009379103
park / NNP,0.375,0.0005627462
parker,0.55,0.0020634027
parker / NNP,0.55,0.0020634027
parody,0.7272727273,0.0015006565
parody / NN,0.7272727273,0.0015006565
part,0.2957746479,0.0039392234
part / NN,0.2957746479,0.0039392234
particular,0.6842105263,0.0024385669
particular / JJ,0.6842105263,0.0024385669
particularly,0.5365853659,0.0041268055
particularly / RB,0.5365853659,0.0041268055
partly,0.375,0.0005627462
partly / RB,0.375,0.0005627462
parts,0.5,0.0020634027
parts / NNS,0.5,0.0020634027
party,0.7222222222,0.0024385669
party / NN,0.6875,0.0020634027
pass,0.8571428571,0.0022509848
pass / VB,0.8571428571,0.0022509848
passable,0.8333333333,0.0009379103
passable / JJ,0.8333333333,0.0009379103
passes,0.5,0.0005627462
passes / VBZ,0.4,0.0003751641
passing,0.5,0.0005627462
passing / VBG,0.5,0.0005627462
passion,0.3720930233,0.0030013131
passion / NN,0.3720930233,0.0030013131
passionate,0.25,0.0003751641
passionate / JJ,0.25,0.0003751641
passions,0,0
passions / NNS,0,0
past,0.5,0.0046895517
past / IN,0.5,0.0009379103
past / JJ,0.55,0.0020634027
past / NN,0.4761904762,0.0018758207
pastiche,0.7142857143,0.0009379103
pastiche / NN,0.6,0.0005627462
pat,0.4545454545,0.0009379103
pat / NN,0.5,0.0009379103
patch,1,0.0009379103
path,0.3636363636,0.0007503283
path / NN,0.3636363636,0.0007503283
pathetic,0.9166666667,0.0020634027
pathetic / JJ,0.9166666667,0.0020634027
pathology,0.2,0.0001875821
pathology / NN,0.2,0.0001875821
pathos,0.2727272727,0.0005627462
pathos / NN,0.2,0.0003751641
patience,0.3846153846,0.0009379103
patience / NN,0.3846153846,0.0009379103
patient,0.25,0.0003751641
patient / NN,0.2857142857,0.0003751641
paul,0.3333333333,0.0007503283
paul / NNP,0.3333333333,0.0007503283
paxton,0.1428571429,0.0001875821
paxton / NNP,0.2,0.0001875821
pay,0.6842105263,0.0024385669
pay / VB,0.7857142857,0.0020634027
paying,0.6666666667,0.0007503283
paying / VBG,0.6666666667,0.0007503283
payne,0.1666666667,0.0001875821
payne / NNP,0.1666666667,0.0001875821
payoff,0.8571428571,0.0011254924
payoff / NN,0.8571428571,0.0011254924
pays,0.3333333333,0.0005627462
pays / VBZ,0.3333333333,0.0005627462
peace,0.2,0.0001875821
peace / NN,0.2,0.0001875821
peak,0.6,0.0005627462
peculiar,0.5555555556,0.0009379103
peculiar / JJ,0.5555555556,0.0009379103
pedestrian,0.875,0.0013130745
pedestrian / JJ,0.8333333333,0.0009379103
pedigree,0.5,0.0005627462
pedigree / NN,0.5,0.0005627462
peek,0.1666666667,0.0001875821
peek / NN,0.1666666667,0.0001875821
pena,0.4,0.0003751641
pena / NNP,0.4,0.0003751641
penetrating,0.2,0.0001875821
penetrating / VBG,0.2,0.0001875821
people,0.4795321637,0.0153817295
people / NNS,0.4795321637,0.0153817295
perceptive,0.3333333333,0.0003751641
perceptive / JJ,0.3333333333,0.0003751641
perdition,0.4,0.0003751641
perfect,0.1904761905,0.0015006565
perfect / JJ,0.1904761905,0.0015006565
perfection,0.1666666667,0.0001875821
perfection / NN,0.1666666667,0.0001875821
perfectly,0.2333333333,0.0013130745
perfectly / RB,0.2333333333,0.0013130745
performance,0.3165467626,0.008253611
performance / NN,0.3115942029,0.0080660289
performances,0.2554347826,0.0088163572
performances / NNS,0.2554347826,0.0088163572
performed,0.1666666667,0.0001875821
performed / VBN,0.1666666667,0.0001875821
performers,0.4705882353,0.0015006565
performers / NNS,0.4705882353,0.0015006565
perhaps,0.4411764706,0.002813731
perhaps / RB,0.4411764706,0.002813731
period,0.46875,0.002813731
period / NN,0.46875,0.002813731
perry,1,0.0009379103
perry / NNP,1,0.0009379103
person,0.7142857143,0.002813731
person / NN,0.7142857143,0.002813731
persona,0.4615384615,0.0011254924
persona / NN,0.4615384615,0.0011254924
personal,0.3095238095,0.0024385669
personal / JJ,0.3170731707,0.0024385669
personalities,0.3333333333,0.0003751641
personalities / NNS,0.3333333333,0.0003751641
personality,0.6428571429,0.0016882386
personality / NN,0.6428571429,0.0016882386
perspective,0.2941176471,0.0009379103
perspective / NN,0.2941176471,0.0009379103
perverse,0.5,0.0007503283
perverse / JJ,0.5,0.0007503283
peter,0.45,0.0016882386
peter / NNP,0.45,0.0016882386
phenomenal,0.2,0.0001875821
phenomenal / JJ,0.2,0.0001875821
philip,0.625,0.0009379103
philip / NNP,0.625,0.0009379103
philosophical,0.2857142857,0.0007503283
philosophical / JJ,0.2857142857,0.0007503283
philosophy,0.5714285714,0.0007503283
philosophy / NN,0.5714285714,0.0007503283
phone,0.8,0.0007503283
phone / NN,0.8,0.0007503283
phones,0.4,0.0003751641
phones / NNS,0.4,0.0003751641
phony,0.6,0.0005627462
phony / JJ,0.6,0.0005627462
photo,0.1666666667,0.0001875821
photo / NN,0.1666666667,0.0001875821
photographed,0.3333333333,0.0005627462
photographed / VBN,0.375,0.0005627462
photography,0.2727272727,0.0005627462
photography / NNP,0.2727272727,0.0005627462
physical,0.1111111111,0.0001875821
physical / JJ,0.1111111111,0.0001875821
pianist,0.0909090909,0.0001875821
pianist / NN,0.0909090909,0.0001875821
piano,0.5,0.0009379103
piano / NN,0.5,0.0009379103
pic,0.5555555556,0.0009379103
pic / NNP,0.5555555556,0.0009379103
piccoli,0.1428571429,0.0001875821
piccoli / NNP,0.1428571429,0.0001875821
pick,0.4545454545,0.0009379103
pick / VB,0.4285714286,0.0005627462
picture,0.4580152672,0.011254924
picture / NN,0.4538461538,0.011067342
pictures,0.6,0.0033764772
pictures / NNS,0.5714285714,0.0030013131
pie,1,0.0009379103
pie / NN,1,0.0009379103
piece,0.313253012,0.0048771337
piece / NN,0.313253012,0.0048771337
pieces,0.5,0.0020634027
pieces / NNS,0.5,0.0020634027
pile,0.9,0.0016882386
pile / NN,1,0.0011254924
pink,0.6,0.0005627462
pink / JJ,0.6,0.0005627462
pinocchio,1,0.0022509848
pinocchio / NNP,1,0.0022509848
pitch,0.5714285714,0.0007503283
pitch / NN,0.4,0.0003751641
pitfalls,0.6666666667,0.0007503283
pitfalls / NNS,0.6666666667,0.0007503283
pity,0.5833333333,0.0013130745
pity / NN,0.5833333333,0.0013130745
place,0.5,0.0061902082
place / NN,0.5,0.0060026261
places,0.2105263158,0.0007503283
places / NNS,0.2222222222,0.0007503283
plain,0.84,0.0039392234
plain / JJ,0.8181818182,0.0033764772
plan,0.6,0.0005627462
plan / NN,0.6,0.0005627462
planet,0.3636363636,0.0007503283
planet / NN,0.3636363636,0.0007503283
play,0.5192307692,0.0050647158
play / NN,0.4210526316,0.0015006565
play / VB,0.6363636364,0.0026261489
play / VBP,0.4545454545,0.0009379103
played,0.5,0.0020634027
played / VBD,0.6,0.0005627462
played / VBN,0.4705882353,0.0015006565
player,1,0.0011254924
player / NN,1,0.0011254924
players,0.375,0.0005627462
players / NNS,0.375,0.0005627462
playful,0.0714285714,0.0001875821
playful / JJ,0.0714285714,0.0001875821
playing,0.6296296296,0.0031888951
playing / VBG,0.6153846154,0.0030013131
plays,0.71875,0.0086287751
plays / NNS,0.8571428571,0.0033764772
plays / VBZ,0.6511627907,0.0052522979
pleasant,0.2916666667,0.0013130745
pleasant / JJ,0.2916666667,0.0013130745
please,0.619047619,0.0024385669
please / UH,1,0.0009379103
please / VB,0.5,0.0015006565
pleasing,0.125,0.0001875821
pleasing / VBG,0.1666666667,0.0001875821
pleasurable,0.1428571429,0.0001875821
pleasurable / JJ,0.1428571429,0.0001875821
pleasure,0.3170731707,0.0024385669
pleasure / NN,0.3170731707,0.0024385669
pleasures,0.1764705882,0.0005627462
pleasures / NNS,0.1764705882,0.0005627462
plenty,0.5,0.002813731
plenty / NN,0.4814814815,0.0024385669
plight,0.4285714286,0.0005627462
plight / NN,0.4285714286,0.0005627462
plodding,1,0.0024385669
plodding / JJ,1,0.0013130745
plodding / VBG,1,0.0011254924
plot,0.6648648649,0.0230725943
plot / NN,0.6630434783,0.0228850122
plotted,0.7777777778,0.0013130745
plotted / VBN,0.7777777778,0.0013130745
plotting,0.8571428571,0.0022509848
plotting / VBG,0.8571428571,0.0022509848
plus,0.2,0.0001875821
plympton,0.7142857143,0.0009379103
poem,0.0909090909,0.0001875821
poem / NN,0.0909090909,0.0001875821
poetic,0.4705882353,0.0015006565
poetic / JJ,0.4705882353,0.0015006565
poetry,0.4782608696,0.0020634027
poetry / NN,0.4782608696,0.0020634027
poignancy,0.4166666667,0.0009379103
poignancy / NN,0.4166666667,0.0009379103
poignant,0.1481481481,0.0007503283
poignant / JJ,0.1481481481,0.0007503283
point,0.6419753086,0.0097542675
point / NN,0.6582278481,0.0097542675
pointed,0.1428571429,0.0001875821
pointed / JJ,0.1666666667,0.0001875821
pointless,1,0.0031888951
pointless / JJ,1,0.0031888951
points,0.6129032258,0.0035640593
points / NNS,0.6333333333,0.0035640593
pokemon,0.8,0.0015006565
pokemon / NNS,0.8,0.0015006565
pokes,0.2,0.0001875821
pokes / VBZ,0.2,0.0001875821
polanski,0.0714285714,0.0001875821
polanski / NN,0,0
police,0.5,0.0007503283
police / NN,0.5,0.0005627462
polished,0,0
polished / JJ,0,0
political,0.2564102564,0.0018758207
political / JJ,0.2564102564,0.0018758207
politically,0.1666666667,0.0001875821
politically / RB,0.1666666667,0.0001875821
politics,0.4090909091,0.0016882386
politics / NNS,0.4285714286,0.0016882386
ponder,0.3333333333,0.0005627462
ponder / VB,0.375,0.0005627462
ponderous,0.7777777778,0.0013130745
ponderous / JJ,0.7777777778,0.0013130745
pool,1,0.0015006565
pool / NN,1,0.0015006565
poor,0.8095238095,0.0031888951
poor / JJ,0.85,0.0031888951
poorly,1,0.0033764772
poorly / RB,1,0.0033764772
pop,0.5416666667,0.0024385669
pop / NN,0.4545454545,0.0009379103
popcorn,0.2,0.0007503283
popcorn / NN,0.2,0.0007503283
popular,0.125,0.0001875821
popular / JJ,0.125,0.0001875821
por,0.7142857143,0.0009379103
por / NNP,0.6,0.0005627462
porn,0.8333333333,0.0009379103
porn / NN,0.8,0.0007503283
portrait,0.1071428571,0.0011254924
portrait / NN,0.1071428571,0.0011254924
portray,0.6666666667,0.0007503283
portrayal,0.1,0.0001875821
portrayal / NN,0.1,0.0001875821
portrays,0.5,0.0007503283
portrays / VBZ,0.5,0.0007503283
positive,0.375,0.0005627462
positive / JJ,0.375,0.0005627462
positively,0.625,0.0009379103
positively / RB,0.625,0.0009379103
possess,0.2,0.0001875821
possession,0.2,0.0001875821
possession / NN,0.2,0.0001875821
possibility,0.5,0.0005627462
possibility / NN,0.5,0.0005627462
possible,0.4571428571,0.0030013131
possible / JJ,0.4571428571,0.0030013131
possibly,0.6,0.0022509848
possibly / RB,0.6,0.0022509848
postcard,1,0.0009379103
postcard / NN,1,0.0009379103
potent,0,0
potent / JJ,0,0
potential,0.5555555556,0.002813731
potential / JJ,0.5714285714,0.0007503283
potential / NN,0.55,0.0020634027
potentially,0.6923076923,0.0016882386
potentially / RB,0.6923076923,0.0016882386
potter,0.5,0.0007503283
potter / NNP,0.5,0.0007503283
poverty,0.2,0.0001875821
poverty / NN,0.2,0.0001875821
pow,0.9,0.0016882386
pow / NNP,0.8888888889,0.0015006565
power,0.3103448276,0.0033764772
power / NN,0.3103448276,0.0033764772
powerful,0.08,0.0007503283
